84;120;165;222;259;400;500;673;1073;1695;2277;2277;5232;6391;7798;9942;11748;13910;17963;20410;25374;28768;35136;39885;49515;57786;65719;73235;80110;87956;95923;104118;112065;119199;126168;131646;136675;141942;148220;153222;158273;163027;166831;170099;172541;177644;184948;190839;191726;198674;200210;204178;208389;213024;202990;205905;207634;209465;210773;212917;213435;215216;216582;217466;218011;219329;220325;221447;222857;223578;224350;227436;228030;228691;229540;230183
0;0;1;2;3;5;10;17;28;35;54;55;133;195;289;342;533;623;830;1043;1375;1772;2311;2808;3647;4365;5138;5982;6803;7716;8464;9387;10348;11198;11947;12641;13341;14045;14792;15447;16081;16606;17209;17756;18056;18708;19315;20002;20043;20453;20852;21282;21717;22157;22524;22902;23190;23521;23822;24275;24543;24543;25100;25264;25428;25613;25857;26070;26299;26478;26621;26744;26920;27104;27321;27459
2;2;2;2;2;2;30;30;32;32;183;183;193;517;517;530;1028;1081;1107;1588;2125;2575;2575;3794;5367;7015;9357;12285;14709;16780;19259;22647;26743;30513;34219;38080;40437;43208;48021;52165;55668;59109;62391;64727;67504;70853;74797;74797;74797;77357;80587;82514;85915;89250;92355;95708;98372;100875;102548;108947;112050;112050;117248;118902;121343;123486;126002;128511;131148;133952;136166;137139;138980;140823;143374;144783
